producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD008,Filete de Ternera,carnes,2020-08-13,31,12.0,9,1.47,14,Carnes Premium,False,,2020-07-30,0.0,80.96,alto
PRD009,Cerveza Artesanal 330ml,bebidas,2020-08-24,162,2.99,86,13.86,25,Cervezas del Mundo,False,,2020-07-30,9.55,72.89,bajo
PRD010,Yogurt Natural 125g,lacteos,2020-08-14,233,0.86,171,25.15,14,Yogurt Express,True,0.61,2020-07-31,4.04,76.13,bajo
PRD011,Espinaca Orgánica,verduras,2020-08-11,91,1.66,65,10.06,12,Verduras Orgánicas,False,,2020-07-30,3.79,81.85,medio
PRD012,Jamon Cocido,carnes,2020-08-16,57,4.35,42,5.3,18,Carnes y Embutidos,False,,2020-07-29,2.12,78.1,medio
PRD013,Refresco Cola 500ml,bebidas,2020-08-23,168,1.63,140,20.5,24,Refrescos y Bebidas,False,,2020-07-30,10.94,70.47,bajo
PRD014,Leche de Cabra 1L,lacteos,2020-08-19,73,2.86,58,8.03,19,Leches Especiales,False,,2020-07-31,4.04,79.85,bajo
PRD015,Cerveza Lager 500ml,bebidas,2020-08-29,135,2.74,107,14.42,30,Cervecería Nacional,False,,2020-07-30,10.41,65.97,bajo
PRD016,Queso Brie,lacteos,2020-08-17,53,4.47,52,7.7,17,Quesos Gourmet,True,3.3,2020-07-31,4.35,79.02,bajo
PRD017,Berries Mixtas 250g,frutas,2020-08-10,101,3.16,100,13.98,11,Frutas Exóticas,False,,2020-07-30,3.81,89.45,medio
PRD018,Pepino Italiano,verduras,2020-08-14,88,1.15,64,8.98,16,Verduras Frescas,False,,2020-07-29,3.74,92.1,medio
PRD019,Yogurt de Frambuesa 150g,lacteos,2020-08-13,138,1.08,97,15.9,14,Yogurt Express,False,,2020-07-30,4.28,72.86,bajo
PRD020,Jugo de Manzana 1L,bebidas,2020-08-26,89,2.01,79,11.24,27,Bebidas Naturales,False,,2020-07-30,7.83,77.81,bajo
PRD021,Cebolla Morada,verduras,2020-08-10,109,1.4,75,11.27,11,Verduras Frescas,False,,2020-07-30,4.04,91.08,medio
PRD022,Queso Ricotta 250g,lacteos,2020-08-19,74,3.29,56,8.61,21,Quesos Gourmet,False,,2020-07-29,4.14,72.95,bajo
PRD023,Fresas 250g,frutas,2020-08-09,76,2.89,60,8.74,10,Frutas Frescas,False,,2020-07-30,4.14,83.58,medio
PRD024,Zanahorias Baby 300g,verduras,2020-08-14,122,1.79,99,15.52,14,Verduras Orgánicas,False,,2020-07-31,4.01,81.46,medio
PRD025,Bebida Cola Zero 1.5L,bebidas,2020-08-27,95,2.08,83,11.62,28,Refrescos y Bebidas,False,,2020-07-30,10.24,81.58,bajo
PRD026,Cereza Congelada 500g,frutas,2020-08-12,68,4.62,45,7.61,14,Frutas Congeladas,False,,2020-07-29,-16.78,53.55,alto
PRD027,Mango Ataulfo,frutas,2020-08-14,91,2.77,87,12.22,15,Frutas Tropicales,False,,2020-07-30,3.88,89.35,medio
PRD028,Broccoli Fresco,verduras,2020-08-16,62,2.13,43,6.18,18,Verduras Orgánicas,False,,2020-07-29,3.65,93.32,medio
PRD029,Pera Williams,frutas,2020-08-10,105,2.57,70,9.32,11,Frutas Gourmet,False,,2020-07-30,4.25,80.17,medio
PRD030,Espárragos Verdes,verduras,2020-08-13,70,3.2,57,7.71,15,Verduras Premium,False,,2020-07-29,4.03,91.59,medio
PRD031,Queso Cheddar,lacteos,2020-08-21,54,4.36,51,7.73,23,Quesos Internacionales,False,,2020-07-29,3.9,70.09,bajo
PRD032,Sandía 1kg,frutas,2020-08-20,121,3.9,119,14.67,21,Frutas Tropicales,False,,2020-07-30,4.32,85.2,medio
PRD033,Zucchini Verde,verduras,2020-08-13,97,1.31,71,9.77,15,Verduras Frescas,False,,2020-07-29,4.22,88.88,medio
PRD034,Limón Verde,frutas,2020-08-12,91,1.15,65,9.23,13,Frutas Tropicales,False,,2020-07-30,3.9,78.13,medio
PRD035,Coco Rallado 200g,verduras,2020-08-16,45,2.65,28,4.13,18,Frutas Tropicales,False,,2020-07-29,15.79,62.83,alto
PRD036,Espinaca Congelada 250g,verduras,2020-08-10,68,2.06,48,7.21,12,Verduras Congeladas,False,,2020-07-29,-19.01,52.51,alto
PRD037,Naranja Valencia,frutas,2020-08-09,78,2.07,84,11.52,11,Frutas Tropicales,False,,2020-07-29,3.75,88.72,medio
PRD038,Queso Mozzarella 200g,lacteos,2020-08-23,63,3.57,58,7.46,24,Quesos Internacionales,False,,2020-07-30,3.73,68.98,bajo
PRD039,Peras Rocha,frutas,2020-08-17,98,2.21,64,10.75,18,Frutas Gourmet,False,,2020-07-30,4.2,86.95,medio
PRD040,Zanahorias Orgánicas 500g,verduras,2020-08-14,91,2.0,85,11.64,15,Verduras Orgánicas,False,,2020-07-30,4.06,87.45,medio
PRD041,Camarones Congelados 500g,verduras,2020-08-22,59,7.38,51,7.12,24,Mariscos y Congelados,False,,2020-07-29,-20.6,54.44,alto
PRD042,Fresas Congeladas 300g,frutas,2020-08-19,96,4.34,82,10.31,21,Frutas Congeladas,False,,2020-07-29,-16.84,48.2,alto
PRD043,Melón Cantalupe,frutas,2020-08-20,75,3.65,59,10.01,21,Frutas Tropicales,False,,2020-07-30,4.28,84.87,medio
PRD044,Queso Azul 150g,lacteos,2020-08-22,45,4.62,41,5.35,24,Quesos Gourmet,False,,2020-07-29,3.92,76.01,bajo
PRD045,Mandarinas Clementina,frutas,2020-08-11,99,2.5,94,11.68,12,Frutas Tropicales,False,,2020-07-30,3.92,80.95,medio
PRD046,Brotes de Alpiste 100g,verduras,2020-08-15,58,1.88,44,6.72,17,Verduras Orgánicas,False,,2020-07-29,4.27,85.02,medio
PRD047,Grapas de Uva,frutas,2020-08-20,62,4.37,55,7.53,22,Frutas Tropicales,False,,2020-07-29,3.78,88.7,medio
PRD048,Mango Carabao,frutas,2020-08-23,81,2.72,70,11.35,25,Frutas Tropicales,False,,2020-07-29,3.64,77.11,medio
PRD049,Chocolates Assortidos 200g,panaderia,2020-08-20,54,3.66,60,8.29,22,Confitería Gourmet,False,,2020-07-29,17.56,54.79,bajo
PRD050,Pan de Hamburguesa,panaderia,2020-08-05,179,1.91,152,20.74,5,Panadería La Esquina,True,1.63,2020-07-31,21.52,50.34,bajo
PRD051,Refresco Naranja 600ml,bebidas,2020-08-26,150,1.95,113,16.42,27,Bebidas del Sol,False,,2020-07-30,10.99,77.56,bajo
PRD052,Café Instantáneo 100g,bebidas,2020-08-18,68,3.29,60,7.48,20,Café del Cafetal,False,,2020-07-29,21.65,60.87,bajo
PRD053,Galletas de Limón 150g,panaderia,2020-08-11,195,1.79,186,25.92,12,Galletas y Pasteles,False,,2020-07-30,17.58,50.54,bajo
PRD054,Zanahoria Rallada 250g,verduras,2020-08-10,90,1.95,75,10.99,12,Verduras Orgánicas,False,,2020-07-29,4.14,81.1,medio
PRD055,Palmito en Escabeche 200g,verduras,2020-08-19,38,3.62,31,4.67,21,Verduras en Conserva,False,,2020-07-29,13.58,64.84,alto
PRD056,Queso Parmesano 250g,lacteos,2020-08-22,47,5.43,48,7.16,24,Quesos Gourmet,False,,2020-07-29,4.0,79.51,bajo
PRD057,Fresas Deshidratadas 150g,frutas,2020-08-21,31,4.52,24,3.42,23,Frutas Deshidratadas,False,,2020-07-29,23.62,52.05,alto
PRD058,Zanahorias Baby 150g,verduras,2020-08-09,74,1.81,65,8.99,11,Verduras Orgánicas,False,,2020-07-29,4.04,81.11,medio
PRD059,Chorizo Ibérico 250g,carnes,2020-08-21,49,5.65,37,5.66,23,Embutidos de Élite,False,,2020-07-29,1.82,76.15,alto
PRD060,Agua Mineral 1.5L,bebidas,2020-08-28,90,0.94,78,11.66,29,Agua Purificada,False,,2020-07-30,9.82,72.68,bajo
PRD061,Galletas Oreo 150g,panaderia,2020-08-14,212,2.65,194,25.53,14,Galletas y Pasteles,False,,2020-07-31,17.21,58.67,bajo
PRD062,Pistachos 100g,panaderia,2020-08-13,80,4.68,69,8.52,15,Frutos Secos del Sur,False,,2020-07-29,24.75,54.89,alto
PRD063,Miel de Abeja 500g,panaderia,2020-08-25,54,6.58,42,6.79,26,Mieles del Mundo,False,,2020-07-30,17.43,46.84,bajo
PRD064,Jamon Serrano 200g,carnes,2020-08-24,57,6.92,34,4.77,26,Embutidos Premium,False,,2020-07-29,2.06,86.35,alto
PRD065,Vino Tinto 750ml,bebidas,2020-08-25,62,11.67,59,7.27,27,Vinos y Destilados,False,,2020-07-29,18.58,45.7,bajo
PRD066,Galletas de Vainilla 150g,panaderia,2020-08-15,82,1.81,78,11.59,17,Galletas y Pasteles,False,,2020-07-29,19.51,53.03,bajo
PRD067,Fresas Naturales 250g,frutas,2020-08-21,75,3.31,62,8.27,23,Frutas Orgánicas,False,,2020-07-29,4.32,88.43,medio
PRD068,Jamon York 200g,carnes,2020-08-23,49,4.56,45,5.98,25,Embutidos Premium,False,,2020-07-29,2.08,80.97,alto
PRD069,Pimiento Rojo,verduras,2020-08-12,82,1.42,77,10.64,13,Verduras Frescas,False,,2020-07-30,3.8,91.34,medio
PRD070,Vino Blanco 750ml,bebidas,2020-08-29,66,10.37,62,8.63,31,Vinos y Destilados,False,,2020-07-29,19.31,44.41,bajo
PRD071,Galletas integrales 200g,panaderia,2020-08-16,128,2.35,114,16.11,17,Galletas y Pasteles,False,,2020-07-30,19.77,56.2,bajo
PRD072,Aceitunas Verdes 150g,verduras,2020-08-19,56,3.83,51,7.03,21,Verduras en Conserva,False,,2020-07-29,13.56,60.09,alto
PRD073,Peras Bartlett,frutas,2020-08-23,91,2.28,73,10.19,25,Frutas Gourmet,False,,2020-07-29,4.37,79.41,medio
PRD074,Cítricos Mix 500g,frutas,2020-08-12,137,4.53,102,14.13,13,Frutas Tropicales,False,,2020-07-30,4.08,82.11,medio
PRD075,Mantequilla 250g,lacteos,2020-08-25,75,3.57,62,8.75,27,Lácteos La Leche,False,,2020-07-29,4.33,76.58,bajo
PRD076,Yogurt Griego 150g,lacteos,2020-08-17,130,2.64,100,16.47,17,Yogurt Express,True,2.18,2020-07-31,4.25,83.41,bajo
P1001,Manzanas Fuji,frutas,2021-08-31,111,2.47,72,9.29,31,FruViva Ltda,False,,2021-07-31,4.17,87.77,bajo
P1002,Leche Entera 1L,lacteos,2021-09-01,77,1.15,46,6.25,33,DairyBest,True,1.03,2021-07-30,4.18,83.58,bajo
P1003,Bananas orgánicas,frutas,2021-08-21,138,1.66,86,14.19,23,Tropico Verde,False,,2021-07-29,11.31,80.16,bajo
P1004,Pechuga de Pollo,carnes,2021-08-10,60,5.37,31,4.07,10,CarnesPremium,True,4.9,2021-07-31,2.02,96.14,alto
P1005,Yogures Naturales,lacteos,2021-08-25,94,0.97,55,8.37,26,DairyBest,False,,2021-07-30,3.62,92.01,bajo
P1006,Agua Mineral 500ml,bebidas,2021-08-15,219,0.52,144,21.98,15,AguaPura,False,,2021-07-31,9.48,65.67,bajo
P1007,Pan Integral 500g,panaderia,2021-08-08,76,1.86,59,9.11,8,PanExpress,True,1.86,2021-07-31,23.84,71.19,medio
P1008,Naranjas Valencia,frutas,2021-08-28,129,1.41,87,11.86,30,CitrusFarm,False,,2021-07-29,7.43,81.35,bajo
P1009,Carne de Res Molida,carnes,2021-08-05,49,6.55,23,3.34,6,ResSelecto,False,,2021-07-30,2.17,78.15,alto
P1010,Pan Francés,panaderia,2021-08-07,84,2.5,57,8.06,8,PanExpress,False,,2021-07-30,23.35,64.15,medio
P1011,Coca Cola 2L,bebidas,2021-09-10,311,1.37,170,22.72,41,BebidasGlobal,False,,2021-07-31,3.93,75.82,bajo
P1012,Fresas Nacionales,frutas,2021-08-25,136,3.08,85,13.3,27,FresaSupreme,False,,2021-07-29,4.55,83.16,bajo
P1013,Queso Gouda 200g,lacteos,2021-08-20,71,2.97,40,6.21,20,DairyBest,False,,2021-07-31,4.27,76.29,bajo
P1014,Jugo de Naranja 1L,bebidas,2021-09-05,156,2.42,97,15.24,37,JugoExpress,False,,2021-07-30,4.22,75.41,bajo
P1015,Pan de Hamburguesa,panaderia,2021-08-06,108,1.97,79,9.86,6,PanExpress,True,1.54,2021-07-31,23.78,73.59,medio
P1016,Cerveza Artesanal 330ml,bebidas,2021-09-15,208,2.57,144,21.82,46,CervezaCraft,False,,2021-07-31,7.93,64.62,bajo
P1017,Pepino Italiano,verduras,2021-08-10,97,0.73,47,7.37,11,VerduraSelecta,False,,2021-07-30,7.1,81.0,bajo
P1018,Corte de Lomo de Cerdo,carnes,2021-08-04,37,8.8,16,1.93,6,ResSelecto,False,,2021-07-29,1.95,76.09,alto
P1019,Bebida Energizante 250ml,bebidas,2021-08-09,164,1.92,144,20.02,9,Energize,False,,2021-07-31,3.65,81.29,bajo
PRD001,Manzanas Golden,frutas,2021-08-15,114,1.14,90,11.82,14,Frutas del Valle,False,,2021-08-01,3.84,81.65,bajo
PRD002,Leche Entera 1L,lacteos,2021-08-10,195,1.03,144,21.92,10,Lácteos La Huerta,True,0.91,2021-07-31,4.04,75.32,bajo
PRD003,Zanahorias Orgánicas,verduras,2021-08-20,72,0.47,60,9.3,19,Verduras Orgánicas S.A.,False,,2021-08-01,5.77,95.5,bajo
PRD004,Pollo Orgánico 500g,carnes,2021-08-05,46,5.24,46,6.63,6,Carnes Naturales,True,5.7,2021-07-30,1.82,76.01,alto
PRD005,Pan Integral  loaf,panaderia,2021-08-03,157,1.95,128,17.92,3,Panaderia Buen Pan,False,,2021-07-31,21.39,69.79,bajo
PRD006,Agua Mineral 1.5L,bebidas,2021-09-01,303,0.65,206,29.3,33,Bebidas del Valle,False,,2021-07-30,10.38,54.64,bajo
PRD007,Yogur Natural 150g,lacteos,2021-08-07,162,0.52,164,23.53,6,Yogurt Plus,False,,2021-08-01,4.38,90.92,bajo
PRD008,Jamon Cocido 200g,carnes,2021-08-09,71,4.19,39,5.93,9,Embuthidos Gourmet,False,,2021-07-31,1.82,81.56,alto
PRD009,Baguette Tradicional,panaderia,2021-08-02,93,1.54,81,12.44,1,Panadería La Esquina,True,1.23,2021-08-01,20.15,67.14,bajo
PRD010,Refresco Cola 330ml,bebidas,2021-08-25,264,0.97,211,31.32,27,Bebidas y Más,False,,2021-07-29,11.63,57.5,bajo
PRD011,Naranja Sanguina 1kg,frutas,2021-08-18,88,1.86,73,10.57,17,Frutas del Sol,False,,2021-08-01,3.97,83.7,bajo
PRD012,Cerveza Artesanal 330ml,bebidas,2021-09-15,106,2.25,65,9.33,49,Cervezas del Mundo,False,,2021-07-28,12.34,56.15,bajo
PRD013,Queso Gouda 200g,lacteos,2021-08-12,117,3.65,102,14.86,11,Quesos Finos,False,,2021-08-01,4.09,85.01,medio
PRD014,Manzana Verde,frutas,2021-08-19,90,1.27,80,10.33,19,Frutas Frescas,False,,2021-07-31,3.85,76.59,bajo
PRD015,Coca-Cola 500ml,bebidas,2021-08-23,196,1.32,168,25.1,25,Bebidas Global,False,,2021-07-29,11.65,55.12,bajo
PRD016,Yogur de Frutas 150g,lacteos,2021-08-14,148,0.65,135,21.26,15,Yogurt Plus,False,,2021-07-30,3.71,90.07,bajo
PRD017,Filete de Ternera 250g,carnes,2021-08-06,62,8.23,24,3.91,7,Carnes Premium,False,,2021-07-30,2.05,86.03,alto
PRD018,Lechuga Orgánica,verduras,2021-08-16,65,0.97,53,7.05,16,Verduras Orgánicas S.A.,False,,2021-07-31,5.76,83.67,bajo
PRD019,Refresco Naranja 330ml,bebidas,2021-08-24,214,1.01,197,29.98,27,Bebidas del Sol,False,,2021-07-28,12.48,53.07,bajo
PRD1001,Manzanas Gala,frutas,2021-08-15,122,1.19,52,6.41,16,Frutas del Valle,False,,2021-07-30,4.18,71.3,bajo
PRD1002,Leche Entera 1L,lacteos,2021-08-10,74,1.08,32,4.25,10,Lacteos La Central,True,0.9,2021-07-31,3.27,82.36,bajo
PRD1003,Tomates Rojos,verduras,2021-08-12,163,0.73,61,8.46,14,Verduras Frescas,False,,2021-07-29,6.09,63.13,medio
PRD1004,Filetes de Pollo,carnes,2021-08-09,44,5.1,20,3.03,9,Carne Rica,False,,2021-07-31,1.98,64.29,alto
PRD1005,Pan Integral 500g,panaderia,2021-08-05,218,1.94,96,12.43,5,Panaderia La Dulce,True,1.79,2021-07-31,21.55,61.19,bajo
PRD1006,Agua Mineral 1.5L,bebidas,2021-08-20,279,0.45,143,22.95,21,Bebidas Refrescantes,False,,2021-07-30,5.4,46.96,bajo
PRD1007,Yogurt Natural 150g,lacteos,2021-08-14,99,0.78,37,5.66,15,Lacteos La Central,False,,2021-07-30,4.28,84.5,bajo
PRD1008,Jamon Serrano 100g,carnes,2021-08-16,55,3.16,18,2.65,18,Delicias Ibéricas,False,,2021-07-29,0.0,54.45,alto
PRD1009,Refresco Cola 330ml,bebidas,2021-08-18,242,0.99,111,18.63,18,Bebidas Refrescantes,True,0.98,2021-07-31,4.14,58.94,bajo
PRD1010,Jamon Cocido 200g,carnes,2021-08-13,74,3.94,23,3.61,16,Delicias Ibéricas,False,,2021-07-28,0.0,47.29,alto
PRD1011,Pan de Molde 450g,panaderia,2021-08-07,194,2.5,87,12.93,8,Panaderia La Dulce,True,2.22,2021-07-30,22.25,60.44,bajo
PRD1012,Refresco Naranja 330ml,bebidas,2021-08-21,201,1.22,135,17.75,21,Bebidas Refrescantes,False,,2021-07-31,3.97,60.47,bajo
PRD1013,Queso Gouda 200g,lacteos,2021-08-19,96,2.53,35,5.09,20,Lacteos La Central,False,,2021-07-30,3.79,73.33,bajo
PRD1014,Carne Picada 500g,carnes,2021-08-17,57,6.25,18,2.8,19,Carne Rica,False,,2021-07-29,1.03,53.47,alto
PRD1015,Pan Baguette 250g,panaderia,2021-08-06,164,1.64,79,11.1,7,Panaderia La Dulce,False,,2021-07-30,23.85,56.37,bajo
PRD1016,Cerveza Lager 330ml,bebidas,2021-08-23,272,1.75,131,18.15,24,Bebidas Refrescantes,False,,2021-07-30,3.71,64.68,bajo
PRD1017,Yogurt con Frutas 150g,lacteos,2021-08-11,113,1.02,43,5.99,11,Lacteos La Central,False,,2021-07-31,3.9,73.73,bajo
PRD1018,Jamon York 150g,carnes,2021-08-10,66,3.6,19,2.65,11,Delicias Ibéricas,False,,2021-07-30,0.0,52.37,alto
PRD1019,Agua con Gas 500ml,bebidas,2021-08-25,341,0.77,167,22.79,26,Bebidas Refrescantes,False,,2021-07-30,4.85,47.46,bajo
PRD001,Manzanas Fuji,frutas,2021-08-20,130,1.15,72,10.65,19,Frutas del Valle,False,,2021-08-01,4.34,63.54,bajo
PRD002,Leche Entera 1L,lacteos,2021-08-15,81,0.96,63,8.82,16,Lacteos Santamaria,True,0.91,2021-07-30,4.5,79.73,bajo
PRD003,Yogurt Natural 150g,lacteos,2021-08-10,206,0.55,164,23.25,12,DairyFarm,False,,2021-07-29,4.14,83.24,bajo
PRD004,Broccoli Fresco,verduras,2021-08-18,59,2.08,33,4.79,18,Verduras Orgánicas,False,,2021-07-31,2.0,69.81,medio
PRD005,Pechuga de Pollo 1kg,carnes,2021-08-12,42,6.04,21,2.84,13,Carnes del Valle,True,5.35,2021-07-30,1.61,60.88,alto
PRD006,Pan Integral 500g,panaderia,2021-08-04,157,1.05,121,17.83,3,Panaderia La Huerta,False,,2021-08-01,20.87,56.4,bajo
PRD007,Jugo de Naranja 1L,bebidas,2021-08-25,69,2.1,49,8.49,29,Jugos del Sol,False,,2021-07-27,8.2,85.4,bajo
PRD008,Zanahorias 1kg,verduras,2021-08-19,100,1.37,56,8.49,21,Verduras La Huerta,True,1.42,2021-07-29,1.94,66.74,medio
PRD009,Queso Cheddar 200g,lacteos,2021-08-11,57,3.21,23,3.61,14,Quesos del Valle,False,,2021-07-28,3.83,63.28,bajo
PRD010,Bebida Energizante 330ml,bebidas,2021-09-05,85,2.31,46,6.19,41,EnergíaVital,False,,2021-07-26,10.08,79.37,alto
PRD011,Tomates Cherry 500g,verduras,2021-08-17,81,1.9,50,7.29,18,Verduras Frescas,False,,2021-07-30,3.02,70.71,medio
PRD012,Chocolate negro 100g,panaderia,2021-08-09,102,2.82,72,11.57,9,Dulces & Choco,False,,2021-07-31,16.39,52.66,bajo
PRD013,Cerveza Artesanal 500ml,bebidas,2021-09-15,109,3.67,59,8.56,49,Cervecería La Artesanal,False,,2021-07-28,12.33,79.65,alto
PRD014,Fresas 250g,frutas,2021-08-16,131,3.16,90,12.1,16,Frutas Frescas,True,2.69,2021-07-31,4.09,62.41,bajo
PRD015,Agua Mineral 1.5L,bebidas,2021-08-24,171,0.67,106,15.07,29,AguaPura,False,,2021-07-26,9.05,73.66,bajo
PRD016,Chorizo Iberico 300g,carnes,2021-08-13,40,8.44,16,2.29,15,Carnes selectas,False,,2021-07-29,1.01,56.59,alto
PRD017,Pan Dulce 250g,panaderia,2021-08-03,160,2.32,128,16.21,2,Panaderia La Dulzura,False,,2021-08-01,21.52,55.06,bajo
PRD018,Naranja Navel 1kg,frutas,2021-08-14,85,1.32,55,8.11,18,Frutas y Verduras SA,False,,2021-07-27,3.91,65.65,bajo
PRD019,Cerveza Light 330ml,bebidas,2021-09-01,90,2.94,40,6.2,34,Cerveceria Artesanal,False,,2021-07-29,11.32,91.93,alto
P001,Manzanas Fuji,frutas,2021-08-31,123,2.69,32,4.62,32,Frutas del Valle,False,,2021-07-30,4.18,73.54,bajo
P002,Leche entera 1L,lacteos,2021-08-15,192,1.15,67,10.36,14,Lácteos Nacionales,True,1.05,2021-08-01,4.16,81.1,bajo
P003,Yogurt natural 125g,lacteos,2021-08-25,154,0.8,48,7.14,27,Dairy Fresh,False,,2021-07-29,3.66,87.7,bajo
P004,Tomates Roma,verduras,2021-08-05,77,1.53,19,2.77,5,Verduras del Sol,False,,2021-07-31,9.89,73.49,medio
P005,Carne de res filete 500g,carnes,2021-08-10,51,7.28,15,1.93,11,Carnes del Norte,False,,2021-07-30,2.01,65.78,alto
P006,Pan de caja integral 600g,panaderia,2021-08-07,109,3.07,37,6.22,6,Panaderías del Sol,True,2.72,2021-08-01,21.43,61.87,bajo
P007,Cerveza Lager 355ml,bebidas,2021-10-01,305,1.54,164,24.2,65,Bebidas Global,False,,2021-07-28,8.76,56.71,bajo
P008,Jugo de naranja 1L,bebidas,2021-08-12,194,1.81,51,7.56,13,Jugos del Valle,False,,2021-07-30,4.03,72.74,bajo
P009,Pepinos verdes,verduras,2021-08-04,63,0.92,12,2.09,4,Verduras Frescas,False,,2021-07-31,9.96,81.93,medio
P010,Queso gouda 200g,lacteos,2021-08-20,97,3.74,24,3.26,22,Quesos del Mundo,False,,2021-07-29,4.12,77.57,bajo
P011,Jamon cocido 250g,carnes,2021-08-14,71,3.8,10,1.51,15,Carnes Express,False,,2021-07-30,1.97,54.34,alto
P012,Refresco cola 600ml,bebidas,2021-08-09,234,1.16,125,18.52,9,Refrescos y Bebidas,True,0.93,2021-07-31,8.5,58.28,bajo
P013,Bananas maduras,frutas,2021-08-03,127,1.1,45,6.03,3,Bananas del Sol,False,,2021-07-31,3.93,73.08,bajo
P014,Pan francés 400g,panaderia,2021-08-06,88,2.84,27,4.29,8,Panaderías del Norte,False,,2021-07-29,23.32,64.82,bajo
P015,Agua mineral 1.5L,bebidas,2021-09-02,199,1.07,80,10.13,34,Aguas Purificadas,False,,2021-07-30,3.99,65.92,bajo
P016,Carne de pollo pechuga 1kg,carnes,2021-08-18,91,6.45,22,3.51,20,Pollo Rico,False,,2021-07-29,2.04,55.52,alto
P017,Jamon iberico 100g,carnes,2021-08-23,41,10.88,7,1.07,25,Delicatessen,False,,2021-07-29,4.13,86.65,alto
P018,Refresco limón 600ml,bebidas,2021-08-10,186,1.18,108,12.95,11,Refrescos y Bebidas,False,,2021-07-30,8.02,58.18,bajo
P019,Zanahorias 1kg,verduras,2021-08-04,64,1.29,14,2.73,4,Verduras Frescas,False,,2021-07-31,9.8,70.21,medio
P020,Queso crema 150g,lacteos,2021-08-19,113,3.07,31,4.06,21,Quesos del Mundo,False,,2021-07-29,4.1,86.14,bajo
PRD001,Manzanas Fuji,frutas,2021-08-25,125,1.17,50,6.72,24,Frutas del Valle,False,,2021-08-01,4.2,76.18,bajo
PRD002,Leche Entera 1L,lacteos,2021-08-15,72,1.01,41,6.12,14,Lácteos de la Colina,True,0.84,2021-08-01,3.66,79.61,bajo
PRD003,Zanahorias,verduras,2021-08-28,215,0.51,72,10.08,26,Verduras del Sur,False,,2021-08-02,5.76,73.25,bajo
PRD004,Pechuga de Pollo,carnes,2021-08-10,47,5.28,24,3.84,9,Carne Viva,True,4.87,2021-08-01,2.11,62.37,alto
PRD005,Pan Integral,panaderia,2021-08-05,135,1.51,96,13.28,3,Panadería Las Delicias,False,,2021-08-02,20.28,52.69,medio
PRD006,Jugo de Naranja 500ml,bebidas,2021-08-20,184,1.96,64,9.75,19,Bebidas Tropicales,True,1.91,2021-08-01,7.28,59.14,bajo
PRD007,Yogurt Griego 150g,lacteos,2021-08-18,93,1.65,54,7.15,16,Lácteos de la Colina,False,,2021-08-02,3.61,67.34,bajo
PRD008,Filete de Ternera,carnes,2021-08-12,31,10.95,9,1.43,12,Carne Viva,False,,2021-07-31,2.06,56.7,alto
PRD009,Jamon Serrano 200g,carnes,2021-08-22,54,8.71,18,2.95,21,Embutidos La Española,True,8.09,2021-08-01,3.87,60.27,alto
PRD010,Galletas Saladas 200g,panaderia,2021-08-19,168,1.31,73,11.29,17,Panadería La Dulce Vida,False,,2021-08-02,23.04,59.51,medio
PRD011,Refresco Cola 330ml,bebidas,2021-08-17,215,1.01,78,11.04,15,Bebidas Tropicales,False,,2021-08-02,8.47,62.14,bajo
PRD012,Queso Gouda 200g,lacteos,2021-08-30,84,3.34,31,5.35,28,Lácteos del Valle,False,,2021-08-02,3.9,72.12,bajo
PRD013,Carne de Cerdo Asada,carnes,2021-08-11,42,9.56,11,1.8,12,Carne Viva,False,,2021-07-30,2.01,64.67,alto
PRD014,Pan Dulce,panaderia,2021-08-03,170,2.27,104,15.84,1,Panadería La Dulce Vida,False,,2021-08-02,22.95,57.92,medio
PRD015,Agua Mineral 1.5L,bebidas,2021-09-05,285,0.97,90,14.4,34,Bebidas Tropicales,False,,2021-08-02,7.96,62.27,bajo
PRD016,Chocolate Amargo 100g,panaderia,2021-08-29,133,2.42,45,5.91,27,Confitería Dulce Mundo,False,,2021-08-02,24.02,56.14,bajo
PRD017,Sandía,frutas,2021-08-26,138,2.71,63,8.7,24,Frutas del Valle,False,,2021-08-02,3.83,74.23,bajo
PRD018,Cerveza Artesanal 355ml,bebidas,2021-09-02,219,2.56,77,11.95,31,Bebidas Artesanales,False,,2021-08-02,8.03,63.83,bajo
PRD019,Café molido 250g,bebidas,2021-08-14,96,4.33,36,5.74,12,Café del Sol,False,,2021-08-02,20.28,59.19,bajo
PRD020,Refresco Limon 330ml,bebidas,2021-08-24,209,1.28,55,8.06,22,Bebidas Tropicales,False,,2021-08-02,8.65,55.07,bajo
P1001,Manzanas Fuji,frutas,2021-08-15,109,1.17,67,9.1,15,Frutas del Valle,False,,2021-07-31,3.85,72.18,bajo
P1002,Leche Entera 1L,lacteos,2021-08-10,85,0.92,55,7.86,10,Lácteos La Prensa,True,0.7,2021-07-31,4.23,78.9,bajo
P1003,Yogurt Natural 500g,lacteos,2021-08-22,149,0.99,58,7.25,23,Lácteos La Prensa,False,,2021-07-30,3.84,78.04,bajo
P1004,Pechuga de Pollo,carnes,2021-08-07,53,4.11,41,5.75,7,Carnes del Norte,True,3.94,2021-07-31,1.01,92.75,alto
